name,prompt,negative_prompt,description,category
POSE_Spread_Legs,"1girl, (spread legs:1.4), legs apart, legs wide open, m-legs, open legs, displaying pussy, legs open invitation","closed legs, together, standing",Static legs-open position; emphasis on the open stance. Combos: GENITALS_Pussy_Detailed; CAMERA_Pussy_Focus. NOTE — STATIC display; see POSE_Spreading_Legs for active spreading.,POSE
POSE_Spreading_Legs,"1girl, spreading legs, pulling legs apart, holding legs open, open crotch, displaying genitals, legs held wide","closed legs, together",Active motion — character is in the act of pulling legs apart. Combos: CAMERA_From_Below; GROUP_MMF setup. NOTE — DYNAMIC action; see POSE_Spread_Legs for the static held-open version.,POSE
POSE_Squat_Spread,"1girl, (squatting:1.3), (spread squat:1.2), squatting with legs apart, wide squat, deep squat spread, crouching legs open, slavic squat spread, crotch visible squat","standing, sitting on chair, lying, closed legs",Squatting with spread legs — different from POSE_Squat_Toilet (no toilet context). Combos: CAMERA_Pussy_Focus; CAMERA_From_Below; GENITALS_Pussy_Detailed.,POSE
POSE_Squat_Toilet,"squatting, squat toilet, asian squat, toilet scene, restroom, wide stance squat, full squat, crouching over toilet","standing, lying, western toilet",Squat toilet,POSE
POSE_Standing_Sex,"standing sex, standing position, against wall, vertical sex, wall sex, standing fuck, standing intercourse","lying, sitting",Standing sex,POSE
POSE_Stuck_In_Wall,"1girl, (stuck in wall:1.4), (body through wall:1.3), lower body protruding from wall, trapped in wall, ass sticking out of wall, helpless wall stuck, only hips and legs visible","free, standing, no wall, fully visible","Stuck in wall — classic hentai trope. Lower body exposed, upper body hidden. Combos: THEME_Public_Use; THEME_Non_Con; CAMERA_Ass_Focus; ACTION_Penetration_Vaginal.",POSE
SCENE_Alley_Street,"dark alley, back alley, street, urban, city alley, dirty alley, narrow alley, against wall, outdoor alley","indoor, clean, bedroom",Dark alley setting,SCENE
SCENE_Bathroom_Shower,"bathroom, shower, bathtub, (wet setting:1.2), shower scene, bath, bathroom stall, steamy bathroom, tiles, hot steam","outdoor, bedroom, dry location",Bathroom shower,SCENE
SCENE_Beach,"beach, sand, ocean, seaside, beach setting, shoreline, coastal, sunny beach, tropical beach, waves","indoor, urban, cold",Beach setting,SCENE
SCENE_Bedroom,"bedroom, bed, on bed, bedroom setting, in bed, lying on bed, bedsheets, pillows, bedroom background, intimate setting","outdoor, public, standing",Bedroom setting,SCENE
SCENE_Breeding_Chamber,"(breeding chamber:1.3), (monster breeding pit:1.2), organic walls, fleshy interior, egg sacs, mucus-coated floor, pulsating walls, alien hive interior, biomechanical breeding room","clean, modern, bedroom, outdoor, mechanical",Monster breeding chamber / hive interior. Combos: ACTION_Oviposition; THEME_Monster_Breeding; THEME_Monster_Tentacle; LIGHTING_Dim_Dark.,SCENE
SCENE_Car,"(inside car:1.3), (car interior:1.2), back seat, car sex, vehicle interior, car window steamed, parked car, car backseat","outdoor open, home, public place",Car interior. Combos: THEME_NTR_Cheating; LIGHTING_Dim_Dark; CLOTHES_Partially_Clothed.,SCENE
SCENE_Cave,"(cave interior:1.3), (cavern:1.2), stalactites, crystal cave, glowing minerals, dark cave, underground grotto, bat cave, dragon cave, rocky interior","outdoor, bright, modern, surface",Cave / cavern. Combos: FURRY_Bat_Anthro; FURRY_Dragon_Anthro; FURRY_Bear_Anthro; LIGHTING_Fire_Glow.,SCENE
SCENE_Changing_Room,"(changing room:1.3), (fitting room:1.2), dressing room, store changing room, fitting booth, mirror in changing room, curtain","outdoor, bedroom, bathroom",Changing room. Combos: THEME_Voyeurism; CLOTHES_Partially_Clothed; NTR scenarios.,SCENE
SCENE_Church,"(church interior:1.3), (chapel:1.2), church pews, altar, stained glass, cathedral, cross on wall, religious building interior","outdoor, modern, secular",Church / chapel. Combos: ARCHETYPE_Nun; ARCHETYPE_Priestess; THEME_Corruption_Moral.,SCENE
SCENE_Den,"(animal den:1.3), (cozy burrow:1.2), underground den, warm nest, fur-lined den, hidden burrow, sheltered den, home lair, comfortable burrow","outdoor, modern room, bedroom, open field",Animal den / burrow — cozy intimate space. Combos: FURRY_Fox_Anthro; FURRY_Wolf_Anthro; FURRY_Rabbit_Anthro; FURRY_THEME_Mating.,SCENE
SCENE_Dungeon_Basement,"dungeon, basement, dark room, BDSM dungeon, chains on walls, stone walls, dark dungeon, underground room","bright, outdoor, normal room",Dungeon basement,SCENE
SCENE_Fantasy_Dungeon,"(fantasy dungeon:1.3), monster lair, fantasy underground, cave dungeon, torchlit cavern, monster cave, RPG dungeon, fantasy prison","modern BDSM dungeon, bedroom, clean",Fantasy RPG dungeon — different from SCENE_Dungeon_Basement. Combos: THEME_Monster_Tentacle; RACE_Dragon_Anthro.,SCENE
SCENE_Forest_Clearing,"(forest clearing:1.3), (moonlit glade:1.2), secluded clearing, natural open space in woods, grassy forest opening, dappled sunlight clearing, primal setting","indoor, urban, dense forest no opening",Forest clearing — open natural space. Combos: LIGHTING_Night_Moonlit; FURRY_THEME_Primal; FURRY_THEME_Mating.,SCENE
SCENE_Forest_Outdoor,"forest, trees, woodland, outdoor nature, under the trees, green forest, natural setting, forest floor","indoor, urban, city",Forest outdoor setting,SCENE
SCENE_Gym,"(gym:1.3), (locker room:1.2), fitness center, workout room, exercise machines, weight room, sports locker, after workout","outdoor, bedroom, office",Gym / locker room. Combos: ARCHETYPE_Cheerleader; BODY_Muscular_Fit; CLOTHES_Fitness_Wear.,SCENE
SCENE_Hot_Spring,"onsen, hot spring, steam, (hot spring water:1.2), japanese bath, thermal bath, steam rising, relaxing water","cold, indoor, dry setting",Onsen hot spring,SCENE
SCENE_Japanese_Night,"feudal japan, japanese architecture, wooden structure, (paper lanterns:1.2), torii gate, japanese garden, wooden floor, BREAK (night sky:1.2), full moon, stars, moonlight, blue night lighting, shadows, night atmosphere","daylight, modern, western architecture",Japanese feudal night scene,SCENE
SCENE_Kitchen,"(kitchen:1.3), kitchen counter, cooking area, kitchen setting, stove, kitchen tile, domestic kitchen","bedroom, outdoor, office",Kitchen. Combos: CLOTHES_Apron_Naked; ARCHETYPE_Maid; ARCHETYPE_Onee_San.,SCENE
SCENE_Love_Hotel,"love hotel, hotel room, motel, rented room, hotel bed, hotel setting, short-stay hotel","home, outdoor, public",Love hotel,SCENE
SCENE_Monster_Lair,"(monster lair:1.3), (creature den:1.2), bone-littered cave, dark cavern, monster nest, ominous cave, skulls and bones, damp cave floor, stalactites, glowing fungi","clean, modern, bright, bedroom, office",Monster lair / den — more primal than SCENE_Fantasy_Dungeon (RPG). Combos: RACE_Orc_Male; THEME_Non_Con; LIGHTING_Fire_Glow.,SCENE
SCENE_Nest,"(bird nest:1.3), (large nest:1.2), rooftop nest, cliff nest, tree nest, woven nest, feather-lined nest, egg nest, aerie, high perch nest","ground level, indoor, no nest, burrow","Bird/dragon nest — elevated, lined. Combos: FURRY_Bird_Harpy; FURRY_Dragon_Anthro; FURRY_ACTION_Nesting; FURRY_GENITALS_Egg_Laying.",SCENE
SCENE_Night_Club,"(nightclub:1.3), (dance club:1.2), club interior, dark club with lights, dance floor, club scene, VIP booth, nightlife setting","strip club, daytime, outdoor",Night club — different from SCENE_Strip_Club. Combos: ARCHETYPE_Gyaru; LIGHTING_Neon_Colorful.,SCENE
SCENE_Office,"office, desk, office desk, workplace, at work, office setting, corporate, desk sex, office room, cubicle","home, outdoor, casual",Office workplace,SCENE
SCENE_Pool,"(swimming pool:1.3), (poolside:1.2), pool water, tiles, pool ladder, outdoor pool, indoor pool","ocean, hot spring, bathroom",Swimming pool. Combos: CLOTHES_Swimsuit_School; CLOTHES_Micro_Bikini; CLOTHES_Swimsuit_Onepiece.,SCENE
SCENE_Prison_Cell,"(prison cell:1.3), (jail cell:1.2), iron bars, cell bars, concrete floor, small cell, prisoner setting, locked cell","free, outdoor, bedroom",Prison cell. Combos: THEME_Non_Con; THEME_BDSM_Bondage; ACCESSORY_Handcuffs.,SCENE
SCENE_Public_Outdoor,"public, outdoor, outside, public place, street, alley, park, risky location, open air, public sex","private, bedroom, indoor",Public outdoor location,SCENE
SCENE_Rooftop,"(rooftop:1.3), (city rooftop:1.2), building roof, urban rooftop, skyline view, roof at night","indoor, underground, basement",Rooftop urban. Combos: LIGHTING_Night_Moonlit; ARCHETYPE_Kunoichi; SCENE_Alley_Street adjacent.,SCENE
SCENE_School_Classroom,"classroom, school, desk, (school setting:1.2), after school, school building, chalkboard, empty classroom, school room","office, home, outdoors, students present",Empty classroom setting,SCENE
SCENE_Spaceship,"(spaceship interior:1.3), (sci-fi spacecraft:1.2), space station, metal walls, futuristic interior, zero gravity room, sci-fi environment","fantasy, medieval, outdoor nature",Spaceship / space station. Combos: RACE_Alien_Girl; ARCHETYPE_Android; STYLE_3D_Render.,SCENE
SCENE_Storage_Closet,"(storage closet:1.2), (supply closet:1.2), small room, cramped space, closet sex, utility room, tight space, secret small room","open space, bedroom, outdoor",Storage closet. Combos: THEME_Office_Romance; THEME_Student_Teacher; CLOTHES_Partially_Clothed.,SCENE
SCENE_Strip_Club,"(strip club:1.3), nightclub, (stage with pole:1.2), neon lights, dark club, strip club interior, lap dance setting, club stage, club chairs","outdoor, bedroom, bright",Strip club scene. Combos: ACTION_Pole_Dance; ACTION_Striptease; ARCHETYPE_Stripper; LIGHTING_Neon_Colorful.,SCENE
SCENE_Swamp,"(swamp setting:1.3), (marshy wetland:1.2), murky shallow water, cypress trees, hanging moss, foggy marsh, bog, humid swampland, amphibian habitat","dry, clean water, desert, indoor","Swamp / marsh — humid, murky. Combos: FURRY_Frog_Anthro; FURRY_Crocodile_Anthro; FURRY_Lizard_Anthro.",SCENE
SCENE_Toilet_Public,"(public restroom:1.2), public toilet, bathroom stall, tiled floor, bathroom cubicle, toilet visible, public WC, urinal background, restroom setting","bedroom, private, outdoor",Public toilet/restroom scene. Combos: POSE_Squat_Toilet; THEME_Public_Exhibition; CLOTHES_Partially_Clothed.,SCENE
SCENE_Train_Public,"train, train car, public transportation, subway, crowded train, train interior, on train, railway, commute","private, empty room, home",Train public transport,SCENE
SCENE_Under_Table,"(under table:1.3), (beneath desk:1.2), hidden under table, view from under desk, table overhead, legs visible, secret under-desk view, concealed position","on table, standing, open room, no table",Under table / desk perspective. Combos: ACTION_Oral_Blowjob; SCENE_Office; SCENE_School_Classroom; THEME_Student_Teacher.,SCENE
SCENE_Underwater,"(underwater scene:1.3), (submerged anthro:1.2), deep ocean, coral reef, aquatic environment, underwater cave, sunlight through water, bubbles, kelp forest","dry, above water, land, desert",Underwater environment. Combos: FURRY_Shark_Anthro; FURRY_Dolphin_Anthro; FURRY_Otter_Anthro; LIGHTING_Underwater.,SCENE
STATE_Ahegao_Extreme,"1girl, (ahegao:1.5), (rolled eyes:1.4), (crossed eyes:1.3), (tongue out:1.3), excessive drooling, fucked silly, mind break expression, pleasure face, eyes rolling back, exaggerated expression","normal face, closed mouth, composed, calm expression",Extreme ahegao expression,STATE
STATE_BBC_Addiction,"1girl, (bbc addiction:1.3), (cock drunk:1.2), addicted expression, devoted to cock, obsessed, can't-live-without-it face, lustful fixation, worshipful stare at penis","unimpressed, neutral, disgusted, rejecting",BBC addiction / cock-drunk state. Combos: THEME_QoS_Lifestyle; STATE_Heart_Eyes; STATE_Ahegao_Extreme; EXPRESSION_Lustful.,STATE
STATE_Blushing_Flushed,"1girl, (heavy blushing:1.3), flushed face, red face, blushing cheeks, heated face, embarrassed blush, aroused flush, pink cheeks, red ears","pale, normal color, calm",Heavy blushing,STATE
STATE_Confident_Dominant,"1girl, (confident expression:1.3), (dominant aura:1.2), powerful stance, self-assured, commanding presence, alpha energy, dominant personality","submissive, timid, scared, shy",Confident dominant state. Combos: THEME_Femdom; ARCHETYPE_Dominatrix; EXPRESSION_Smug.,STATE
STATE_Crying_Tears,"1girl, crying, tears, teary eyes, (tears streaming:1.3), sobbing, weeping, tear-stained face, watery eyes","dry eyes, no tears, happy",Crying with tears,STATE
STATE_Drugged_Aphrodisiac,"1girl, drugged, (aphrodisiac:1.3), forced arousal, chemical arousal, under influence, heightened sensitivity, uncontrollable lust","natural, sober, normal arousal, love potion, potion bottle, potion vial, magic potion",Drugged with aphrodisiac,STATE
STATE_Drunk_Intoxicated,"1girl, drunk, intoxicated, tipsy, flushed from drinking, dizzy, unfocused eyes, inebriated, wasted, under influence","sober, clear-headed, alert, focused",Intoxicated state,STATE
STATE_Egg_Stuffed,"1girl, (egg-filled belly:1.4), (eggs visible inside:1.3), distended stomach from eggs, round belly full of eggs, egg bulge, egg-stuffed, impregnated with eggs","flat stomach, normal pregnancy, cum inflation, empty",Belly full of monster eggs — aftermath of oviposition. Combos: ACTION_Oviposition; THEME_Monster_Breeding; FLUIDS_Cum_Inflation (similar belly).,STATE
STATE_Exhausted_Used,"1girl, exhausted, fucked out, worn out, passed out, collapsed, depleted, spent, used up, drained, barely conscious, limp after sex","energetic, fresh, active, alert",Post-sex exhaustion,STATE
STATE_Heart_Eyes,"1girl, (heart-shaped pupils:1.4), heart eyes, love eyes, hearts in eyes, lovestruck, infatuated, charmed, lovesick, hearts","normal eyes, regular pupils",Heart pupils,STATE
STATE_Hypnotized,"1girl, (hypnotized:1.4), (blank trance:1.3), trance state, glazed eyes, blank hypnotic expression, dazed, mesmerized blank, under hypnotic spell","alert, aware, focused, resisting",Hypnotized / trance — more subtle than STATE_Mind_Break. Combos: THEME_Hypnosis_Spiral; THEME_Mind_Control.,STATE
STATE_Lustful_Face,"1girl, lustful face, (bedroom eyes:1.3), heavy lidded eyes, seductive gaze, parted lips, flushed cheeks, heavy breathing, lewd expression, desire, hungry eyes, craving","blank, neutral, disgusted, afraid",Subtle seduction — bedroom eyes; heavy lids; parted lips. Quieter than EXPRESSION_Lustful. Combos: CAMERA_Face_Close; LIGHTING_Dim_Dark. Note: less intense than EXPRESSION_Lustful.,STATE
STATE_Mind_Break,"1girl, mind break, (empty eyes:1.4), (broken mind:1.3), defeated, lost sanity, mentally broken, blank stare, zombie eyes, braindead, no thoughts, broken will","sane, aware, alert, focused, cracked face, porcelain cracks, cracked skin, cracked doll",Mind break state,STATE
STATE_Nipples_Through_Clothes,"1girl, (nipples visible through clothing:1.3), (poking nipples through fabric:1.2), hard nipples through shirt, nipple bumps, erect nipples under clothes, see-through top nipples","topless, nude, thick clothing, padded bra",Nipples visibly poking/showing through clothing. Combos: CLOTHES_Sweater_Oversized; CLOTHES_Fitness_Wear; BREASTS_Nipples_Detailed.,STATE
STATE_Orgasming,"1girl, (orgasm:1.4), (climaxing:1.3), at moment of orgasm, cumming, peak climax, orgasmic release, mid-orgasm, tipping point","pre-orgasm, post-orgasm, calm",Mid-orgasm state. More specific than STATE_Pleasure_Ecstasy. Combos: FLUIDS_Squirting; ACTION_Forced_Orgasm.,STATE
STATE_Penis_Bulge,"(penis bulge:1.4), (bulge through clothes:1.3), visible bulge in pants, erection through fabric, cock outline through clothing, tent in shorts, noticeable crotch bulge","nude, no clothes, flat crotch, no bulge",Visible penis bulge through clothing. Combos: CLOTHES_Fitness_Wear; THEME_Teasing. Future: key style for Futa+Femboy addon.,STATE
STATE_Pleasure_Ecstasy,"1girl, (pleasure face:1.3), ecstasy, euphoric, orgasmic expression, intense pleasure, blissful, climax face, overwhelmed with pleasure, shaking, trembling","neutral face, calm, composed",Extreme pleasure,STATE
STATE_Post_Orgasm_Sensitivity,"1girl, (post-orgasm sensitivity:1.3), (overstimulated:1.3), too sensitive, recoiling from touch, oversensitive, flinching after orgasm, trembling sensitivity","climaxing, relaxed, normal",Post-orgasm oversensitivity. Combos: ACTION_Forced_Orgasm; ACCESSORY_Vibrator_External; STATE_Exhausted_Used.,STATE
STATE_Ruined_Makeup,"1girl, (ruined makeup:1.3), (smeared mascara:1.2), running eyeliner, tear-streaked makeup, smudged lipstick, messy cosmetics, makeup running down face, raccoon eyes","clean makeup, perfect makeup, no makeup, pristine",Ruined / smeared makeup. Combos: STATE_Crying_Tears; ACTION_Deepthroat; FLUIDS_Facial_Cumshot; STATE_Exhausted_Used.,STATE
STATE_Slime_Covered,"1girl, (slime covered:1.4), (covered in slime:1.3), gooey body, dripping slime, mucus on skin, sticky translucent goo, slime all over, viscous fluid covering body","clean, dry, normal, cum only, water","Covered in monster slime / goo. Different from FLUIDS (organic slime, not cum). Combos: RACE_Slime_Girl; THEME_Monster_Tentacle; STATE_Exhausted_Used.",STATE
STATE_Spank_Marks,"1girl, (spank marks:1.4), (red handprint on ass:1.3), slap marks on butt, reddened ass cheeks, welts on buttocks, spanking aftermath, bruised ass","clean skin, unmarked, no marks, no redness",Visible spank marks / red handprints on ass. Result of spanking. Combos: ACTION_Spanking; THEME_BDSM_Pain; THEME_Maledom.,STATE
STATE_Sweaty_Wet,"1girl, sweaty, (glistening skin:1.3), perspiration, wet body, sweat drops, sweaty skin, drenched in sweat, shiny from sweat, moist skin","dry, clean, matte skin",Sweaty glistening skin,STATE
STATE_Trembling,"1girl, (trembling:1.3), (shaking:1.2), body trembling, quivering, shuddering, nervous trembling, fearful shaking, arousal trembling","still, calm, composed, steady",Trembling / shaking. Combos: THEME_Non_Con; STATE_Pleasure_Ecstasy; ACTION_Forced_Orgasm.,STATE
THEME_Heat_Rut,"(in heat:1.4), (estrus:1.3), heat cycle, rutting season, uncontrollable arousal, mating drive, breeding urge, pheromones, desperate mating need, animal lust","calm, rational, no arousal, celibate",Heat / rut cycle — instinct-driven arousal. Core furry theme. Combos: FURRY_ACTION_Heat_Presenting; FURRY_ACTION_Scent_Marking; FURRY_THEME_Mating.,THEME
THEME_Mating,"(mating:1.4), (animal mating:1.3), primal sex, breeding instinct, pair bonding, mate claiming, mating ritual, feral mating, copulation, natural breeding","casual, platonic, no sex, artificial",Mating — primal breeding focus. Combos: FURRY_ACTION_Mounting; FURRY_ACTION_Knotting; FURRY_THEME_Heat_Rut; FURRY_ACTION_Biting_Nape.,THEME
THEME_Mating_Season,"(mating season:1.4), (breeding season:1.3), springtime heat, seasonal rut, all in heat, mass mating, population breeding, frenzy, overwhelming pheromones","off season, calm, no arousal, winter dormancy",Mating season — entire community in heat. Combos: FURRY_THEME_Heat_Rut; GROUP styles; FURRY_SCENE_Forest_Clearing.,THEME
THEME_Nocturnal,"(nocturnal:1.3), (night creature:1.2), active at night, glowing eyes in dark, moonlit anthro, night hunter, darkness dweller, bioluminescent glow, night vision","daytime, bright sun, morning, diurnal",Nocturnal creature theme. Combos: FURRY_Bat_Anthro; FURRY_Panther_Anthro; LIGHTING_Night_Moonlit; LIGHTING_Dim_Dark.,THEME
THEME_Pack_Alpha,"(alpha:1.4), (pack leader:1.3), dominant anthro, alpha male, alpha female, pack hierarchy, leading the pack, strongest in group, alpha dominant","submissive, omega, weak, follower, lone",Alpha / pack leader dynamic. Combos: FURRY_Wolf_Anthro; FURRY_Lion_Anthro; FURRY_BODY_Muscular; FURRY_ACTION_Biting_Nape.,THEME
THEME_Pack_Bond,"(pack bonding:1.3), (mate bond:1.2), pair bond, soul mates, bonded partners, mated pair, intimate connection, furry romance, devoted mates","strangers, enemies, casual, no bond",Pack bonding / mated pair — romantic furry dynamic. Combos: FURRY_ACTION_Grooming; FURRY_ACTION_Tail_Wrap; THEME_Vanilla_Romance.,THEME
THEME_Pack_Omega,"(omega:1.4), (pack omega:1.3), submissive anthro, bottom of hierarchy, omega submissive, bred by pack, serving alpha, lowest rank, omega in heat","dominant, alpha, leader, strong, defiant",Omega / pack bottom — A/B/O dynamic. Combos: FURRY_THEME_Heat_Rut; FURRY_THEME_Pack_Alpha; THEME_BDSM_Submission.,THEME
THEME_Pet_Play,"(furry pet play:1.3), (anthro as pet:1.2), trained pet, good boy good girl, on leash, pet behavior, domesticated anthro, obedient pet, house pet","wild, free, feral, alpha, independent",Pet play — anthro as domesticated pet. Combos: FURRY_CLOTHES_Collar; FURRY_Dog_Anthro; FURRY_Cat_Anthro; THEME_BDSM_Submission.,THEME
THEME_Predator_Prey,"(predator and prey:1.4), (hunter and hunted:1.3), predator chasing prey, caught by predator, submission to predator, natural order, food chain dynamic, wolf and rabbit","equal, same species, friends, no chase",Predator/prey dynamic — cross-species power play. Combos: FURRY_Wolf_Anthro + FURRY_Rabbit_Anthro; FURRY_Tiger_Anthro + FURRY_Deer_Anthro; EXPRESSION_Fear.,THEME
THEME_Primal,"(primal instinct:1.4), (feral behavior:1.3), raw animal nature, bestial, uncivilized, wild mating, primal urges, savage, untamed, carnal instinct","civilized, gentle, calm, rational, modern",Primal / feral instinct — raw animal behavior. Combos: FURRY_ACTION_Mounting; FURRY_ACTION_Biting_Nape; FURRY_THEME_Heat_Rut.,THEME
THEME_Size_Play,"(furry size difference:1.4), (size play:1.3), macro micro, huge and tiny, size mismatch, enormous partner, tiny partner, size contrast furry, held in palm","same size, equal, normal proportions",Size play — macro/micro or extreme size difference. Combos: FURRY_BODY_Macro; FURRY_BODY_Micro; FURRY_THEME_Predator_Prey.,THEME
THEME_Transformation,"(transformation:1.4), (human to anthro:1.3), transforming, mid-transformation, fur growing, tail emerging, ears changing, becoming anthro, TF, species change","fully transformed, fully human, no change, static",Human→anthro transformation — mid-TF state. Classic furry trope. Combos: THEME_Corruption_Physical; FURRY_THEME_Heat_Rut (triggered by).,THEME
